sl_no,institution_name_raw,institution_address_raw,trust_name,district_name,state,sector,programme,annual_intake,academic_year,page_number,source_url,extraction_timestamp
14,Ganpati Nursing College,"Ganpati Nursing College, Adampur Chhawani, Raisen Road, Near Hotel Reshumrao, Bhopal, Bhopal, Distt.- Bhopal, Madhya Pradesh, Pin Code- 462022",Ganpati Shiksha Samiti,Bhopal,Madhya Pradesh,Private,B.Sc(N),40 (Forty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
14,Ganpati Nursing College,"Ganpati Nursing College, Adampur Chhawani, Raisen Road, Near Hotel Reshumrao, Bhopal, Bhopal, Distt.- Bhopal, Madhya Pradesh, Pin Code- 462022",Ganpati Shiksha Samiti,Bhopal,Madhya Pradesh,Private,GNM,40 (Forty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
15,Government College Of Nursing,"Government College Of Nursing, In Front Of Water Tank Sudama Nagar , Ujjain, Distt.- Ujjain, Madhya Pradesh, Pin Code- 456001",Government Of Madhya Pradesh,Ujjain,Madhya Pradesh,Government,B.Sc(N),60 (Sixty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
15,Government College Of Nursing,"Government College Of Nursing, In Front Of Water Tank Sudama Nagar , Ujjain, Distt.- Ujjain, Madhya Pradesh, Pin Code- 456001",Government Of Madhya Pradesh,Ujjain,Madhya Pradesh,Government,P B B.Sc(N),50 (Fifty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
16,Government Gnm School,"Government Gnm School , Near Chaudhari Shankarlal Dube, District Hospital, , Distt.- Narsinghpur, Madhya Pradesh, Pin Code-","Government School Of Nursing, Narsinghpur",Narsinghpur,Madhya Pradesh,Government,Upgraded College of Nursing,60 (Sixty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
17,Government Rani Durgawati College Of Nursing,"Government Rani Durgawati College Of Nursing, Elgin Hospital Campus Near High Court , Jabalpur, Distt.- Jabalpur, Madhya Pradesh, Pin Code- 482001",Govt. Of Madhya Pradesh,Jabalpur,Madhya Pradesh,Government,B.Sc(N),60 (Sixty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
17,Government Rani Durgawati College Of Nursing,"Government Rani Durgawati College Of Nursing, Elgin Hospital Campus Near High Court , Jabalpur, Distt.- Jabalpur, Madhya Pradesh, Pin Code- 482001",Govt. Of Madhya Pradesh,Jabalpur,Madhya Pradesh,Government,P B B.Sc(N),25 (Twenty Five),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
18,Govt G N M T C,"Govt G N M T C, Near Medical College Idgah Chauraha,, Vidisha, Distt.- Vidisha, Madhya Pradesh, Pin Code- 464001",Goverment,Vidisha,Madhya Pradesh,Government,Upgraded College of Nursing,50 (Fifty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
19,Govt Nursing College,"Govt Nursing College, Gmh Rewa, Haribhushan Nagar Medical College Campus, Rewa, Distt.- Rewa, Madhya Pradesh, Pin Code- 486001",Govt. Of Madhya Pradesh,Rewa,Madhya Pradesh,Government,P B B.Sc(N),60 (Sixty),2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
19,Govt Nursing College,"Govt Nursing College, Gmh Rewa, Haribhushan Nagar Medical College Campus, Rewa, Distt.- Rewa, Madhya Pradesh, Pin Code- 486001",Govt. Of Madhya Pradesh,Rewa,Madhya Pradesh,Government,M. Sc (N),"30 (Thirty) Pead.- 06, Med.-Surg.-06, Obg- 10, Chn-03, Psy. - 05",2025-2026,2,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:26:10.829122
