inc_institution_key,institution_name,institution_address,trust_name,district_name,state,sector,programmes,annual_intakes,total_intake,pin_code,academic_year,source,source_url,extraction_timestamp
Himachal Pradesh|Kangra|NETA JI SUBHASH NURSING INSTITUTION,Neta Ji Subhash Nursing Institution,"Neta Ji Subhash Nursing Institution, Behind Cinema Hall Building, Palampur, Distt.- Kangra, Himachal Pradesh, Pin Code- 176061",National Career Public Education Committee,Kangra,Himachal Pradesh,Private,GNM | B.Sc(N) | M. Sc (N) | P B B.Sc(N),"40 (Forty) | 60 (Sixty) | 16 (Sixteen) Med-Surg-4, Chn-4, Obg-4, Paed-4 | 30 (Thirty)",146,176061,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
Himachal Pradesh|Solan|SAI SANJEEVINI INSTITUTE OF MEDICAL SCIENCES,Sai Sanjeevini Institute Of Medical Sciences,"Sai Sanjeevini Institute Of Medical Sciences, Opposite District Court, Mall Road, Solan, Distt.- Solan, Himachal Pradesh, Pin Code- 173212",Sai Sanjeevini Health Education Society,Solan,Himachal Pradesh,Private,GNM,40 (Forty),40,173212,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
Himachal Pradesh|Mandi|SAMPATI DEVI MEMORIAL NURSING COLLEGE,Sampati Devi Memorial Nursing College,"Sampati Devi Memorial Nursing College, Post Office- Bijni, Vill.- Bijno, Tehsil- Mandi, Distt.- Mandi, Himachal Pradesh, Pin Code- 175001",Himachal Education Society,Mandi,Himachal Pradesh,Private,B.Sc(N),30 (Thirty),30,175001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
Himachal Pradesh|Kangra|SATYAM COLLEGE OF NURSING,Satyam College Of Nursing,"Satyam College Of Nursing, Village- Lanjot, Po Basnoor, Distt.- Kangra, Himachal Pradesh, Pin Code- 176208",Satyam Educational Society,Kangra,Himachal Pradesh,Private,P B B.Sc(N) | GNM | B.Sc(N),15 (Fifteen) | 20 (Twenty) | 40 (Forty),75,176208,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
Himachal Pradesh|Kullu|SCHOOL OF NURSING,School Of Nursing,"School Of Nursing, Chamunda Institute Of Medical Sciences, Near Pollution Control Board, Opposite Nature Park , Vill.- Mohal, Tehsil- Kullu, Distt.- Kullu, Himachal Pradesh, Pin Code- 175126",Adhyalam Welfare Society,Kullu,Himachal Pradesh,Private,GNM | B.Sc(N) | P B B.Sc(N),50 (Fifty) | 40 (Forty) | 40 (Forty),130,175126,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
Himachal Pradesh|Chamba|SHAKUNTLA MEMORIAL BSC COLLEGE OF NURSING,Shakuntla Memorial Bsc College Of Nursing,"Shakuntla Memorial Bsc College Of Nursing, P/O Sarol Near Govt. Polytechnic College , Vill.- Sidhpur, Tehsil- Chamba, Distt.- Chamba, Himachal Pradesh, Pin Code- 176310",Shakuntla Memorial Charitable Trust,Chamba,Himachal Pradesh,Private,B.Sc(N),40 (Forty),40,176310,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:38.666513
Himachal Pradesh|Shimla|SHIMLA NURSING SCHOOL,Shimla Nursing School,"Shimla Nursing School, Village-Shurala, P.O. Kamla Nagar, Vill.- Shurala, Tehsil- Shimla Rural, Distt.- Shimla, Himachal Pradesh, Pin Code- 171006",R C S Associates Charitable Trust,Shimla,Himachal Pradesh,Private,GNM | B.Sc(N) | M. Sc (N) | P B B.Sc(N),40 (Forty) | 40 (Forty) | 25 (Twenty Five) Med Surg-5 Psy-5 Obg-5 Paed-5 Chn-5 | 30 (Thirty),135,171006,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:46.499860
Himachal Pradesh|Shimla|SHIMLA VALLEY NURSING COLLEGE,Shimla Valley Nursing College,"Shimla Valley Nursing College, Sheetal Kunj Estate, Branch P.O. Kamla Nagar, Sanjauli, Shimla-06, Town, Distt.- Shimla, Himachal Pradesh, Pin Code- 171006",Shimla Educational Society Trust,Shimla,Himachal Pradesh,Private,M. Sc (N),"25 (Twenty Five) Med-Surg-08, Paed.-07, Obg-04, Chn-02, Psy-04",25,171006,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:46.499860
Himachal Pradesh|Shimla|SHIVALIK INSTITUTE OF NURSING,Shivalik Institute Of Nursing,"Shivalik Institute Of Nursing, Kamla Nagar, Sanjauli , Shimla, Distt.- Shimla, Himachal Pradesh, Pin Code- 171006",Shivalik Educational And Welfare Society,Shimla,Himachal Pradesh,Private,GNM | B.Sc(N) | M. Sc (N) | P B B.Sc(N),"40 (Forty) | 60 (Sixty) | 15 (Fifteen) Med-Surg-5, Chn-5, Paed-5 | 20 (Twenty)",135,171006,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:46.499860
Himachal Pradesh|Kangra|SHREE BALAJI HOSPITAL AND COLLEGE OF NURSING,Shree Balaji Hospital And College Of Nursing,"Shree Balaji Hospital And College Of Nursing, Shree Balaji Hospital Balaji Vihar , Kangra, Distt.- Kangra, Himachal Pradesh, Pin Code- 176001",Shree Balaji Superspeciality Health Care Private Limited,Kangra,Himachal Pradesh,Private,GNM | B.Sc(N),30 (Thirty) | 30 (Thirty),60,176001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:46.499860
Himachal Pradesh|Shimla|SISTER NIVEDITA GOVERNMENT NURSING COLLEGE,Sister Nivedita Government Nursing College,"Sister Nivedita Government Nursing College, Indira Gandhi Medical College & Hospital (Igmc), Shimla , Distt.- Shimla, Himachal Pradesh, Pin Code- 17001",Government Of Himachal Pradesh,Shimla,Himachal Pradesh,Government,B.Sc(N) | M. Sc (N) | P B B.Sc(N),60 (Sixty) | 25 (Twenty Five) 5 In Each Speciality | 30 (Thirty),115,,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:46.499860
Himachal Pradesh|Mandi|SRI SAI CHARITABLE HOSPITAL AND INSTITUTE OF MEDICAL SCIENCES,Sri Sai Charitable Hospital And Institute Of Medical Sciences,"Sri Sai Charitable Hospital And Institute Of Medical Sciences, Khasara No- 1257, Muhal Nichali Behli, Post Office- Upper Behli, Vill.- Dadoh, Tehsil- Sundarnagar, Distt.- Mandi, Himachal Pradesh,",Pranav Medicaland Educational Society,Mandi,Himachal Pradesh,Private,GNM | B.Sc(N),40 (Forty) | 30 (Thirty),70,,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:46.499860
Himachal Pradesh|Mandi|SWAKAR COLLEGE OF NURSING,Swakar College Of Nursing,"Swakar College Of Nursing, Main Bazar, Sarkaghat, Distt.- Mandi, Himachal Pradesh, Pin Code- 175024",Pahari Rajya Lok Seva Samiti,Mandi,Himachal Pradesh,Private,B.Sc(N) | GNM,20 (Twenty) | 30 (Thirty),50,175024,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:16:46.499860
