inc_institution_key,institution_name,institution_address,trust_name,district_name,state,sector,programmes,annual_intakes,total_intake,pin_code,academic_year,source,source_url,extraction_timestamp
Assam|Sonitpur|L G B REGIONAL INSTITUTE OF MENTAL HEALTH,L G B Regional Institute Of Mental Health,"L G B Regional Institute Of Mental Health, College Of Nursing, Post Box No. 15,, Tezpur, Distt.- Sonitpur, Assam, Pin Code- 784001",Govt Of Assam,Sonitpur,Assam,Government,M. Sc (N) | Post Basic Diploma in Psychiatric nsg.,20 (Twenty) | 30 (Thirty),50,784001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Bongaigaon|LOWER ASSAM SCHOOL OF NURSING,Lower Assam School Of Nursing,"Lower Assam School Of Nursing, A Unit Of Lower Assam Hospital & Research Centre, Ward No. 12,, Chapaguri Road, Distt.- Bongaigaon, Assam, Pin Code- 783380",Lower Assam Hospital And Research Centre,Bongaigaon,Assam,Private,GNM,20 (Twenty),20,783380,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Nagoan|MERCY SCHOOL OF NURSING,Mercy School Of Nursing,"Mercy School Of Nursing, Mercy Hospital, No-2, Mullapatty, P.O- Khutikatia Haiborgaon, Nagaon, Nagaon, Distt.- Nagoan, Assam, Pin Code- 782002",Hospitaller Sisters Of Mercy,Nagoan,Assam,Private,GNM,40 (Forty),40,782002,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Kamrup ( Rural )|MIRZA INSTITUTE OF NURSING AND HEALTH SCIENCES,Mirza Institute Of Nursing And Health Sciences,"Mirza Institute Of Nursing And Health Sciences, Palashbari Road,Kokjhar, Mirza, Distt.- Kamrup ( Rural ), Assam, Pin Code- 781125",Bagaram Das Gyanjyoti Educational Foundation,Kamrup ( Rural ),Assam,Private,GNM | B.Sc(N),40 (Forty) | 40 (Forty),80,781125,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Nalbari|NALBARI NURSING AND PARAMEDICAL INSTITUTE,Nalbari Nursing And Paramedical Institute,"Nalbari Nursing And Paramedical Institute, Vill- Bangaon, P.O.-Panigaon, Nalbari, Distt.- Nalbari, Assam, Pin Code- 781335",Rural Educare Trust,Nalbari,Assam,Private,GNM | ANM,40 (Forty) | 30 (Thirty),70,781335,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Kamrup ( Rural )|NEMCARE INSTITUTE OF NURSING SCIENCES,Nemcare Institute Of Nursing Sciences,"Nemcare Institute Of Nursing Sciences, Santipur, Mirza, Parlli Part, Mirza, Guwahati, Vill.- Shantipur Mirza, Tehsil- Chayani Barduar Dev., Distt.- Kamrup ( Rural ), Assam, Pin Code- 781125",Nemcare Foundation,Kamrup ( Rural ),Assam,Private,GNM | B.Sc(N),60 (Sixty) | 60 (Sixty),120,781125,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Kamrup ( Rural )|NEPNI COLLEGE OF NURSING,Nepni College Of Nursing,"Nepni College Of Nursing, Singimari Alikash Amingaon Hajo Road, Kamrup, Distt.- Kamrup ( Rural ), Assam, Pin Code- 781104",Nepni Public Charitable Trust,Kamrup ( Rural ),Assam,Private,P B B.Sc(N) | B.Sc(N) | ANM | GNM,20 (Twenty) | 50 (Fifty) | 20 (Twenty) | 60 (Sixty),150,781104,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Morigaon|NIGHTANGALE INSTITUTE OF NURSING MORIGAON,Nightangale Institute Of Nursing Morigaon,"Nightangale Institute Of Nursing Morigaon , Vill-Gasbari Ward No 8 Morigaon Town Dist-Morigaon , Morigaon, Distt.- Morigaon, Assam, Pin Code- 782105",Monikanchan Sangha,Morigaon,Assam,Private,GNM | ANM,60 (Sixty) | 20 (Twenty),80,782105,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Kamrup Metro|P BARUAH SCHOOL OF NURSING,P Baruah School Of Nursing,"P Baruah School Of Nursing, No 2, Beside Dichang Resort, Patarkuchi,Tepesia, Bye Lane, Guwahati, Distt.- Kamrup Metro, Assam, Pin Code- 782402",Regional Institute Of Paramedical Technology,Kamrup Metro,Assam,Private,ANM | GNM,30 (Thirty) | 40 (Forty),70,782402,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Kamrup Metro|PRATIKSHA SCHOOL OF NURSING,Pratiksha School Of Nursing,"Pratiksha School Of Nursing, Near Central Training Institute, Chandrapur Road P.O + P.S Panikhaiti, Guwahati, Distt.- Kamrup Metro, Assam, Pin Code- 781026",Pratiksha Educational Trust,Kamrup Metro,Assam,Private,GNM | B.Sc(N),60 (Sixty) | 50 (Fifty),110,781026,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Kamrup Metro|PURBOTTAR INSTITUTE OF NURSING,Purbottar Institute Of Nursing,"Purbottar Institute Of Nursing, Ghoramara Chariali, Khanka Road, Guwahati-28 , Guwahati, Distt.- Kamrup Metro, Assam, Pin Code- 781028",North East Practical Education Development Sanstha,Kamrup Metro,Assam,Private,GNM | ANM,60 (Sixty) | 50 (Fifty),110,781028,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Kamrup Metro|RAHMAN INSTITUTE OF NURSING AND PARAMEDICAL SCIENCES,Rahman Institute Of Nursing And Paramedical Sciences,"Rahman Institute Of Nursing And Paramedical Sciences, Radhanagar, Vip Road, Sixmile, Vill.- Satgaon, Tehsil- Guwahati, Distt.- Kamrup Metro, Assam, Pin Code- 781027",Moulvie Abdul Hei Memorial Trust,Kamrup Metro,Assam,Private,GNM | B.Sc(N) | M. Sc (N) | P B B.Sc(N),50 (Fifty) | 60 (Sixty) | 10 (Ten) | 40 (Forty),160,781027,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:52.031738
Assam|Kamrup ( Rural )|RANI NURSING INSTITUTE,Rani Nursing Institute,"Rani Nursing Institute, Rani,Pathgaon,Near Pepsi Gate,Po Ps-Azara,District-Kamrup,Assam,Pin-781017, Rani, Distt.- Kamrup ( Rural ), Assam, Pin Code- 781017",Danswarang,Kamrup ( Rural ),Assam,Private,GNM,40 (Forty),40,781017,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:59.969833
Assam|Kamrup Metro|RED CROSS NURSING TRAINING CENTRE,Red Cross Nursing Training Centre,"Red Cross Nursing Training Centre, Indian Red Cross Society, Branch Chandmari, Guwahati, Distt.- Kamrup Metro, Assam, Pin Code- 781003",Indian Red Cross Society Guwahati District Branch,Kamrup Metro,Assam,Private,ANM,40 (Forty),40,781003,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:59.969833
Assam|Kamrup Metro|ROYAL SCHOOL OF NURSING,Royal School Of Nursing,"Royal School Of Nursing, Betkuchi, Nh 37, Guwahati, Distt.- Kamrup Metro, Assam, Pin Code- 781035",The Assam Royal Global University,Kamrup Metro,Assam,Private,GNM | B.Sc(N),60 (Sixty) | 60 (Sixty),120,781035,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:59.969833
Assam|Dibrugarh|S D SAHEWALLA MEMORIAL SCHOOL OF NURSING,S D Sahewalla Memorial School Of Nursing,"S D Sahewalla Memorial School Of Nursing,, Aditya Hospital, Gopinath Bordoloi Avenue, Po: Jalan Nagar , Dibrugarh, Distt.- Dibrugarh, Assam, Pin Code- 786005",S D Sahewalla Foundation,Dibrugarh,Assam,Private,GNM,40 (Forty),40,786005,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:59.969833
Assam|Kokrajhar|SAM COLLEGE OF NURSING,Sam College Of Nursing,"Sam College Of Nursing, Mokrapara,P.O. Dist-Kokrajhar, Btc(Assam)Pin-783370, Kokrajhar, Distt.- Kokrajhar, Assam, Pin Code- 783370",Bodoland Educational Trust,Kokrajhar,Assam,Private,ANM | GNM,30 (Thirty) | 40 (Forty),70,783370,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:59.969833
Assam|Barpeta|SARBANANDA DEKA SCHOOL OF NURSING,Sarbananda Deka School Of Nursing,"Sarbananda Deka School Of Nursing, Sarthebari Natun Bazar Ward No. 4, Near Sarthebari Bus Stand, Vill.- Jayanagar, Tehsil- Sarukhetri, Distt.- Barpeta, Assam, Pin Code- 781307",Jayanagar Bhumika,Barpeta,Assam,Private,ANM | GNM,20 (Twenty) | 40 (Forty),60,781307,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:09:59.969833
