inc_institution_key,institution_name,institution_address,trust_name,district_name,state,sector,programmes,annual_intakes,total_intake,pin_code,academic_year,source,source_url,extraction_timestamp
Orissa|Ganjam|COLLEGE OF NURSING,College Of Nursing,"College Of Nursing, Mkcg Medical College Campus, Berhampur, Distt.- Ganjam, Orissa, Pin Code- 760004",Govt. Of Odisha,Ganjam,Orissa,Government,Post Basic Diploma in Operation Room Nursing | Post Basic Diploma in Emergency &amp; Disaster Nursing | Post Basic Diploma in Oncology Nursing | Post Basic Diploma in Neonatal nursing,10 (Ten) | 10 (Ten) | 10 (Ten) | 10 (Ten),40,760004,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
Orissa|Sambalpur|COLLEGE OF NURSING,College Of Nursing,"College Of Nursing, Vimsar, Burla, Distt.- Sambalpur, Orissa, Pin Code- 768017",Odisha,Sambalpur,Orissa,Government,B.Sc(N),50 (Fifty),50,768017,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
Orissa|Cuttack|DHANESWAR SCHOOL OF NURSING,Dhaneswar School Of Nursing,"Dhaneswar School Of Nursing, At- Maitree Vihar, Link Road, Po- Arunodaya Market, Cuttack, Cuttack , Distt.- Cuttack, Orissa, Pin Code- 753012",Dhaneswar Memorial Educational Trust,Cuttack,Orissa,Private,ANM,30 (Thirty),30,753012,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
Orissa|Angul|DIBYA COLLEGE OF NURSING,Dibya College Of Nursing,"Dibya College Of Nursing, At- Mishrapara, Angul, Distt.- Angul, Orissa, Pin Code- 759122",Geetanjali Foundation Trust,Angul,Orissa,Private,B.Sc(N),40 (Forty),40,759122,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
Orissa|Kendujhar|DOX ORLAND SCHOOL OF NURSING,Dox Orland School Of Nursing,"Dox Orland School Of Nursing, Church Square, Jail Road, Keonjhar, Distt.- Kendujhar, Orissa, Pin Code- 758001",Keonjhar Charitable Education Rural Health Research Trust,Kendujhar,Orissa,Private,ANM,30 (Thirty),30,758001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
Orissa|Sundargarh|DR AMBEDAKAR INSTITUTE OF MEDICAL SCIENCE,Dr Ambedakar Institute Of Medical Science,"Dr Ambedakar Institute Of Medical Science, At/P0- Jagda, Rourkela, Distt.- Sundargarh, Orissa, Pin Code- 769042",Dr Ambedkar Memorial Social Welfare And Educational Trust,Sundargarh,Orissa,Private,B.Sc(N) | ANM | GNM | M. Sc (N) | P B B.Sc(N),40 (Forty) | 30 (Thirty) | 60 (Sixty) | 30 (Thirty) Med Surg-06 Obg-06 Psy-06 Paed-06 Chn-06 | 40 (Forty),200,769042,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
Orissa|Gajapati|GAJAPATI SCHOOL OF NURSING,Gajapati School Of Nursing,"Gajapati School Of Nursing,, Techno Park, Ranipeta, Paralakhemundi, Gajapati , Paralakhemundi, Distt.- Gajapati, Orissa, Pin Code- 761201",J P Educational Trust,Gajapati,Orissa,Private,ANM | B.Sc(N),30 (Thirty) | 40 (Forty),70,761201,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
Orissa|Jharsuguda|GENERAL NURSING MIDWIFERY TRAINING SCHOOL,General Nursing Midwifery Training School,"General Nursing Midwifery Training School, G N M T School Central Hospital Ib Valley Area , Brajrajnagar, Distt.- Jharsuguda, Orissa, Pin Code- 768216",Mahanadi Medical Education Trust,Jharsuguda,Orissa,Private,GNM,20 (Twenty),20,768216,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
Orissa|Angul|GENERAL NURSING AND MIDWIFERY TRAINING SCHOOL,General Nursing And Midwifery Training School,"General Nursing And Midwifery Training School, General Nursing Midwifery Training School, N S Central Hospital,Po-Dera , Talcher, Dist-Angul,State - Odisha , Pin Code - 759103 , Talcher, Distt.","Mahanadi Coalfield Ltd. Gnmt School,Nsch,Talcher",Angul,Orissa,Government,GNM,20 (Twenty),20,759103,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
Orissa|Khordha|GITANJALI SCHOOL OF NURSING,Gitanjali School Of Nursing,"Gitanjali School Of Nursing, Plot No-897, Talagada , Bhubaneswar, Distt.- Khordha, Orissa, Pin Code- 751015",Rani Sukadei Nari Sangathan,Khordha,Orissa,Private,ANM | GNM,30 (Thirty) | 30 (Thirty),60,751015,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
Orissa|Cuttack|GOPABANDHU INSTITUTE OF MEDICAL SCI. RESEARCH,Gopabandhu Institute Of Medical Sci. Research,"Gopabandhu Institute Of Medical Sci. Research, At-Madhabpur, P.O.-Mahakalabasta, Via-Athagarh, Athagarh , Distt.- Cuttack, Orissa, Pin Code- 754029",Servants Of People Society,Cuttack,Orissa,Private,ANM | GNM | B.Sc(N),30 (Thirty) | 30 (Thirty) | 40 (Forty),100,754029,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:40.701871
Orissa|Nuapada|GOPINATH GNM TRAINING COLLEGE,Gopinath Gnm Training College,"Gopinath Gnm Training College, At/Po: Godfula , Nuapada , Distt.- Nuapada, Orissa, Pin Code- 766105",Jana Jagaran Manch,Nuapada,Orissa,Private,GNM,50 (Fifty),50,766105,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Dhenkanal|GOVERMENT COLLEGE OF NURSING DISTRICT HEAD QUARTER HOSPITAL DHENKANAL,Goverment College Of Nursing District Head Quarter Hospital Dhenkanal,"Goverment College Of Nursing District Head Quarter Hospital Dhenkanal, At- Khamarasahi ( Near Police Barak) , Po- Dhenkanal , Dist- Dhenkanal, Dhenkanal, Distt.- Dhenkanal, Orissa, Pin Code- 75900",Orissa,Dhenkanal,Orissa,Government,Upgraded College of Nursing,60 (Sixty),60,,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Rayagada|GOVERNMENT ANM TRAINING CENTRE,Government Anm Training Centre,"Government Anm Training Centre, Government Anm Training Center,At:Po Barijhola, Rayagada, Distt.- Rayagada, Orissa, Pin Code- 765002",Odisha State Government,Rayagada,Orissa,Government,ANM,20 (Twenty),20,765002,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Sundargarh|GOVT COLLEGE OF NURSING SUNDARGARH,Govt College Of Nursing Sundargarh,"Govt College Of Nursing Sundargarh, At-Luhuradhipa Po--Maheshdihi Dist-Sundargarh, Sundargarh, Distt.- Sundargarh, Orissa, Pin Code- 770001",Orissa,Sundargarh,Orissa,Government,Upgraded College of Nursing,60 (Sixty),60,770001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Kendujhar|GOVT HEADQUARTERS HOSPITAL,Govt Headquarters Hospital,"Govt Headquarters Hospital, Anmtc Keonjhar, Dhh Keonjhar, Odisha, Pin-758001 , Keonjhar, Distt.- Kendujhar, Orissa, Pin Code- 758001",Na,Kendujhar,Orissa,Government,ANM,40 (Forty),40,758001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Koraput|GOVT SUB-DIVISIONAL HOSPITAL,Govt Sub-Divisional Hospital,"Govt Sub-Divisional Hospital, Main Road Jeypore Near Jagat Janani Temple Po- Jeypore Ps-Jeypore Dist-Koraput Orissa , Jeypore, Distt.- Koraput, Orissa, Pin Code- 764001",Orissa,Koraput,Orissa,Government,ANM,40 (Forty),40,764001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
